State,Region,Division,County,FIPS,GEOID,SMS Region,Year,Premature death,Poor or fair health,Poor physical health days,Poor mental health days,Low birthweight,Adult smoking,Adult obesity,Food environment index,Physical inactivity,Access to exercise opportunities,Excessive drinking,Alcohol-impaired driving deaths,Sexually transmitted infections,Teen births,Uninsured,Primary care physicians,Dentists,Mental health providers,Preventable hospital stays,Diabetic screening,Mammography screening,High school graduation,Some college,Unemployment,Children in poverty,Income inequality,Children in single-parent households,Social associations,Violent crime,Injury deaths,Air pollution - particulate matter,Drinking water violations,Severe housing problems,Driving alone to work,Long commute - driving alone,2011 population estimate,Population that is not proficient in English,Population living in a rural area,Diabetes,HIV prevalence rate,Premature age-adjusted mortality,Infant mortality,Child mortality,Food insecurity,Limited access to healthy foods,Motor vehicle crash deaths,Drug poisoning deaths,Uninsured adults,Uninsured children,Health care costs,Could not see doctor due to cost,Other primary care providers,Median household income,Children eligible for free lunch,Homicide rate,Inadequate social support
FL,South,South Atlantic,Gadsden County,12039,012039,Region 15,1/1/2014,10008,0.205,3.4,3.3,0.12,0.177,0.371,5.706,0.325,0.225,0.111,0.5,1070.4,68.4,0.238,17,18,87,69.1,0.83,0.66,0.55,0.374,0.091,0.399,,0.592,,860.82,76.9,12.1,0,0.186,0.782,0.496,46528,0.021,0.654,0.144,701.1,475.9,12.8,104,0.244,0.058,29.02,5.3,0.289,0.113,9591,0.191,13,35854,0.769,9.05,0.295
FL,South,South Atlantic,Gadsden County,12039,012039,Region 15,1/1/2015,9991,0.205,3.4,3.3,0.11,0.177,0.384,5.5,0.309,0.629,0.111,0.426,836.1,65.7,0.234,19,22,110,45.88,0.83,0.64,0.61,0.378,0.076,0.396,5.487,0.584,9.242,688.94,75.1,12.1,0,0.217,0.797,0.494,46194,0.024,0.654,0.153,701.1,472,11.8,85.9,0.232,0.058,25.4,4.03,0.288,0.102,9371,0.191,17,34348,0.803,7.9,
FL,South,South Atlantic,Gilchrist County,12041,012041,Region 15,1/1/2014,9223,0.174,4.7,3.3,0.07,0.244,0.321,8.201,0.286,0.115,0.152,0.375,329.3,50.3,0.24,35,22,11,103.1,0.86,0.6,0.825,0.451,0.08,0.289,,0.277,,196.08,109.1,11.68,0,0.189,0.822,0.485,16815,0.008,0.839,0.109,124.3,449.9,,68.2,0.148,0.002,32.32,16.6,0.284,0.127,10354,0.206,48,38016,0.458,,
FL,South,South Atlantic,Gilchrist County,12041,012041,Region 15,1/1/2015,8433,0.174,4.7,3.3,0.07,0.244,0.313,7.7,0.274,0.311,0.152,0.353,344.9,45,0.215,30,24,18,81.48,0.82,0.57,0.875,0.523,0.068,0.322,5.351,0.225,5.947,218.86,104.3,11.68,0,0.193,0.807,0.495,16931,0.009,0.839,0.108,124.3,435.8,,,0.157,0.002,33.27,12.8,0.255,0.114,10246,0.206,65,39854,,,
FL,South,South Atlantic,Glades County,12043,012043,Region 15,1/1/2014,8411,0.187,3.5,3.3,0.1,0.175,0.355,7.232,0.338,0.054,0.114,0.31,340.3,51.8,0.329,8,7,7,102.66,0.79,0.59,0.475,0.309,0.091,0.337,,0.52,,304.68,101.4,10.57,0.068,0.126,0.687,0.364,13107,0.087,0.706,0.125,444.5,345.8,,,0.16,0.072,43.52,16.03,0.376,0.214,10802,0.203,15,37004,0.515,,0.174
FL,South,South Atlantic,Glades County,12043,012043,Region 15,1/1/2015,6805,0.187,3.5,3.3,0.09,0.175,0.356,6.8,0.339,0.075,0.114,0.25,335.7,49.5,0.319,,15,,111.56,0.87,0.63,0.675,0.347,0.079,0.36,3.941,0.505,6.867,307.09,85.6,10.57,0.069,0.134,0.721,0.299,13345,0.055,0.706,0.131,444.5,303.7,,,0.166,0.072,32.63,14.63,0.364,0.205,12661,0.203,15,39003,0.525,,
FL,South,South Atlantic,Gulf County,12045,012045,Region 16,1/1/2014,7831,0.182,4.3,3,0.1,0.24,0.311,7.259,0.276,0.363,0.172,0.529,359.8,44.6,0.215,44,42,42,81.7,0.76,0.55,0.775,0.347,0.085,0.297,,0.459,,392.9,84.4,12.29,0.117,0.147,0.837,0.371,15718,0.005,0.771,0.113,689.7,402.8,,,0.165,0.06,22.59,13.56,0.249,0.12,10742,0.172,83,34940,0.432,,0.257
FL,South,South Atlantic,Gulf County,12045,012045,Region 16,1/1/2015,7952,0.182,4.3,3,0.09,0.24,0.316,6.7,0.265,0.472,0.172,0.647,362.6,45.1,0.22,32,25,57,70.37,0.74,0.58,0.875,0.413,0.07,0.297,4.549,0.435,14.633,370.82,90.9,12.29,0.218,0.147,0.831,0.362,15829,0.006,0.771,0.118,689.7,414.7,,,0.175,0.06,23.43,15.32,0.256,0.117,11085,0.172,76,38880,0.438,,
FL,South,South Atlantic,Hamilton County,12047,012047,Region 15,1/1/2014,9614,0.263,6.8,6.2,0.1,0.211,0.373,5.896,0.331,0.206,0.106,0.625,879.3,85.6,0.209,14,11,,76.33,0.88,0.63,0.675,0.295,0.103,0.376,,0.427,,491.63,83,12.03,0.051,0.146,0.826,0.383,14708,0.025,0.635,0.14,934.4,444.9,,117.2,0.211,0.103,31.48,10.82,0.252,0.104,8988,0.204,20,32232,0.69,9.84,0.245
FL,South,South Atlantic,Hamilton County,12047,012047,Region 15,1/1/2015,9732,0.263,6.8,6.2,0.1,0.211,0.386,5.6,0.319,0.726,0.106,0.595,727.5,78.6,0.206,20,14,7,104.48,0.85,0.65,0.575,0.306,0.088,0.405,4.828,0.471,6.799,414.14,85.3,12.03,0,0.157,0.814,0.379,14354,0.02,0.635,0.145,934.4,435.5,,111.8,0.204,0.103,26.24,9.72,0.249,0.103,10086,0.204,14,33836,0.736,,
FL,South,South Atlantic,Hardee County,12049,012049,Region 15,1/1/2014,8156,0.194,3.5,2.5,0.08,0.209,0.369,5.642,0.309,0.49,,0.3,380.1,92.3,0.326,25,20,20,95.57,0.86,0.52,0.66,0.238,0.092,0.382,,0.364,,312.53,73.4,10.7,0,0.216,0.638,0.355,27514,0.168,0.478,0.132,431.8,386,6.9,89.4,0.172,0.203,36.08,5.75,0.409,0.163,11440,0.198,29,34012,0.691,5.23,0.254
FL,South,South Atlantic,Hardee County,12049,012049,Region 15,1/1/2015,7683,0.194,3.5,2.5,0.08,0.209,0.368,5.5,0.305,0.721,,0.378,338,88.5,0.296,22,29,18,95.45,0.87,0.56,0.64,0.243,0.081,0.387,4.489,0.374,13.448,308.7,63.6,10.7,0,0.221,0.657,0.36,27519,0.161,0.478,0.141,431.8,370,8.5,72.2,0.162,0.203,30.06,6.22,0.379,0.134,12090,0.198,44,34884,0.725,5.5,
FL,South,South Atlantic,Hendry County,12051,012051,Region 15,1/1/2014,8747,0.228,3.9,3.5,0.09,0.225,0.344,5.66,0.314,0.33,0.142,0.379,562.8,75.3,0.35,28,42,36,93.85,0.82,0.55,0.661,0.283,0.137,0.397,,0.382,,637.47,90.7,10.54,0,0.212,0.623,0.322,37447,0.168,0.379,0.114,424.4,437.4,7.3,70.6,0.202,0.143,40.71,14.06,0.435,0.177,11382,0.24,35,36515,0.722,9.99,
FL,South,South Atlantic,Hendry County,12051,012051,Region 15,1/1/2015,7391,0.228,3.9,3.5,0.09,0.225,0.343,5.6,0.309,0.537,0.142,0.288,542.1,74,0.331,32,40,43,87.05,0.83,0.59,0.699,0.308,0.115,0.384,4.717,0.419,9.881,629.04,82.5,10.54,0.012,0.211,0.651,0.38,37471,0.167,0.379,0.119,424.4,376.9,6.6,53.3,0.187,0.143,31.29,12.15,0.42,0.151,11657,0.24,40,37085,0.728,13.3,
FL,South,South Atlantic,Hernando County,12053,012053,Region 15,1/1/2014,9063,0.216,4.8,5.9,0.08,0.226,0.287,6.948,0.262,0.637,0.166,0.209,225.3,35.3,0.222,61,37,55,73.96,0.85,0.7,0.71,0.53,0.109,0.288,,0.362,,347.65,99.9,11.18,0.003,0.173,0.819,0.408,173422,0.015,0.194,0.12,130.5,419.9,7.4,51.8,0.157,0.105,18.82,23.57,0.26,0.12,11675,0.155,53,37093,0.47,2.68,0.23
FL,South,South Atlantic,Hernando County,12053,012053,Region 15,1/1/2015,8908,0.216,4.8,5.9,0.08,0.226,0.294,6.7,0.258,0.892,0.166,0.214,197.2,32.8,0.212,59,39,64,69.65,0.86,0.7,0.74,0.534,0.09,0.256,3.932,0.359,6.689,329.41,112.4,11.18,0.003,0.181,0.831,0.416,174441,0.015,0.194,0.128,130.5,411.4,6.5,47.2,0.154,0.105,18.03,25.29,0.252,0.101,11654,0.155,59,39280,0.483,3.5,
FL,South,South Atlantic,Highlands County,12055,012055,Region 15,1/1/2014,8610,0.218,3.8,4.2,0.08,0.186,0.302,6.418,0.28,0.69,0.115,0.25,283.9,56.2,0.28,59,31,56,73.37,0.81,0.64,0.6,0.447,0.093,0.368,,0.368,,286.1,73.9,10.62,0.143,0.159,0.77,0.202,98128,0.044,0.211,0.137,233.6,365.9,6.6,65.8,0.156,0.159,21.09,11.57,0.332,0.143,11616,0.176,64,34722,0.597,4.39,0.226
FL,South,South Atlantic,Highlands County,12055,012055,Region 15,1/1/2015,8548,0.218,3.8,4.2,0.08,0.186,0.303,6.1,0.273,0.89,0.115,0.262,249.7,54.1,0.26,60,35,76,70.85,0.82,0.63,0.62,0.418,0.083,0.334,3.876,0.39,11.617,287.29,75.5,10.62,0.162,0.168,0.785,0.203,97616,0.049,0.211,0.144,233.6,369.2,7.9,76.5,0.156,0.159,18.67,12.74,0.31,0.13,11570,0.176,67,34054,0.634,5.9,
FL,South,South Atlantic,Hillsborough County,12057,012057,Region 15,1/1/2014,7601,0.166,4.2,4.1,0.09,0.183,0.268,6.994,0.232,0.874,0.186,0.313,575,43.8,0.233,78,48,129,65.66,0.83,0.64,0.69,0.635,0.085,0.268,,0.388,,468.89,71.4,10.94,0.018,0.205,0.797,0.384,1277746,0.054,0.035,0.105,558.2,368.4,8.4,70.2,0.173,0.07,15.14,18.6,0.278,0.118,11445,0.176,81,46534,0.478,5.53,0.219
FL,South,South Atlantic,Hillsborough County,12057,012057,Region 15,1/1/2015,7004,0.166,4.2,4.1,0.09,0.183,0.261,6.8,0.221,0.952,0.186,0.322,555.5,42.1,0.216,78,51,155,61.3,0.83,0.63,0.73,0.636,0.07,0.24,4.788,0.385,7.545,394.33,69.7,10.94,0.02,0.209,0.8,0.389,1291578,0.054,0.035,0.106,558.2,345.2,8.3,66.2,0.165,0.07,13.72,19.44,0.262,0.096,11350,0.176,88,49510,0.492,5.4,
FL,South,South Atlantic,Holmes County,12059,012059,Region 16,1/1/2014,10322,0.24,5.2,3.6,0.08,0.218,0.306,7.137,0.329,0.158,0.093,0.25,145.9,64.8,0.228,30,32,60,158.36,0.81,0.54,0.75,0.363,0.071,0.346,,0.343,,298.12,92,12.51,0,0.122,0.808,0.419,19804,0.003,0.788,0.153,373.9,519,,56.9,0.15,0.101,28.08,19.44,0.275,0.11,12193,0.158,30,36272,0.525,,0.181
FL,South,South Atlantic,Holmes County,12059,012059,Region 16,1/1/2015,10557,0.24,5.2,3.6,0.07,0.218,0.315,6.6,0.319,0.425,0.093,0.208,262.6,59.8,0.205,25,41,86,139.04,0.82,0.51,0.73,0.374,0.061,0.383,4.764,0.291,14.139,287.04,103.1,12.51,0,0.118,0.833,0.451,19717,0.003,0.788,0.146,373.9,525.4,,76,0.159,0.101,26.48,21.47,0.249,0.096,11798,0.158,46,33220,0.554,,
FL,South,South Atlantic,Indian River County,12061,012061,Region 15,1/1/2014,7242,0.187,3.3,4,0.08,0.189,0.218,6.39,0.238,0.713,0.197,0.214,293.7,41.1,0.25,68,59,98,41.27,0.86,0.71,0.72,0.556,0.106,0.25,,0.347,,327.7,88.4,10.56,0,0.197,0.818,0.204,140567,0.033,0.05,0.117,259.5,315.1,6.7,64.5,0.164,0.146,16.34,18.06,0.288,0.143,9856,0.191,63,42638,0.468,3.44,0.234
FL,South,South Atlantic,Indian River County,12061,012061,Region 15,1/1/2015,6769,0.187,3.3,4,0.08,0.189,0.229,6.2,0.239,0.929,0.197,0.202,340.8,39.6,0.247,66,61,118,41.86,0.87,0.72,0.81,0.573,0.091,0.241,4.689,0.354,10.458,319.06,85.7,10.56,0,0.195,0.831,0.219,141994,0.03,0.05,0.12,259.5,300.7,6.9,57,0.159,0.146,15.05,19.23,0.291,0.124,9888,0.191,70,44326,0.48,4.3,
FL,South,South Atlantic,Jackson County,12063,012063,Region 15,1/1/2014,8766,0.196,4,3.6,0.1,0.183,0.339,7.778,0.319,0.169,0.109,0.329,559.9,51.2,0.193,41,19,80,73.84,0.84,0.67,0.65,0.44,0.071,0.294,,0.343,,487.2,81.5,12.33,0.084,0.142,0.853,0.329,48968,0.013,0.754,0.127,712.6,437.1,8,61.9,0.158,0.023,26.05,4.98,0.232,0.097,10534,0.178,82,34978,0.502,11.12,0.228
FL,South,South Atlantic,Jackson County,12063,012063,Region 15,1/1/2015,8346,0.196,4,3.6,0.1,0.183,0.34,7.3,0.322,0.42,0.109,0.347,596.3,50.7,0.187,45,20,110,74.65,0.85,0.61,0.69,0.441,0.059,0.381,4.754,0.424,12.457,462.94,76.1,12.33,0.094,0.14,0.869,0.334,48922,0.016,0.754,0.133,712.6,427.4,9.1,81.8,0.164,0.023,25.51,6.67,0.225,0.094,10499,0.178,88,36332,0.533,9.5,
FL,South,South Atlantic,Jefferson County,12065,012065,Region 15,1/1/2014,9287,0.22,4.3,4.6,0.1,0.181,0.351,6.638,0.285,0.202,0.091,0.265,518.5,52.8,0.224,14,26,,59.86,0.81,0.57,0.375,0.429,0.079,0.324,,0.38,,845.81,102.9,11.92,0,0.117,0.79,0.508,14256,0.009,1,0.134,632.1,414.3,,116.2,0.183,0.085,40.53,,0.255,0.135,8422,0.134,14,38244,0.67,,0.24
FL,South,South Atlantic,Jefferson County,12065,012065,Region 15,1/1/2015,8868,0.22,4.3,4.6,0.1,0.181,0.356,6.2,0.277,0.209,0.091,0.281,505.1,50.9,0.203,14,28,7,41.41,0.86,0.53,0.425,0.408,0.062,0.309,4.977,0.412,9.82,787.33,95.9,11.92,0,0.138,0.777,0.486,14194,0.007,1,0.142,632.1,422,,120.1,0.184,0.085,41.25,,0.232,0.113,9371,0.134,14,39494,0.748,,
FL,South,South Atlantic,Lafayette County,12067,012067,Region 15,1/1/2014,8379,0.231,5.5,3.9,0.08,0.167,0.347,8.252,0.292,0.095,0.077,0.333,134.2,61.3,0.268,11,9,9,105.05,0.81,0.58,0.625,0.443,0.074,0.308,,0.241,,216.06,77.6,11.8,0.346,0.124,0.74,0.382,8804,0.033,1,0.11,380.3,464.2,,,0.138,0.016,24.03,18.88,0.318,0.156,9765,0.171,34,34054,0.514,,0.2
FL,South,South Atlantic,Lafayette County,12067,012067,Region 15,1/1/2015,7411,0.231,5.5,3.9,0.08,0.167,0.362,7.6,0.295,0.44,0.077,0.417,147.7,55.3,0.272,11,,11,81.67,0.79,0.45,0.675,0.429,0.066,0.325,4.893,0.174,15.902,219.13,85,11.8,0.346,0.127,0.726,0.339,8848,0.051,1,0.119,380.3,423.7,,,0.156,0.016,24.89,,0.326,0.151,10011,0.171,34,37120,,,
FL,South,South Atlantic,Lake County,12069,012069,Region 15,1/1/2014,7563,0.153,3.5,3.6,0.08,0.149,0.291,7.246,0.234,0.556,0.118,0.329,304.6,48,0.212,64,42,57,61.54,0.86,0.73,0.75,0.55,0.09,0.256,,0.31,,396.44,78.3,11.12,0.042,0.164,0.808,0.431,303186,0.019,0.193,0.12,210.4,348.5,6.8,63.5,0.149,0.092,22.02,9.35,0.254,0.104,10713,0.136,50,41579,0.464,3.79,0.202
FL,South,South Atlantic,Lake County,12069,012069,Region 15,1/1/2015,7059,0.153,3.5,3.6,0.08,0.149,0.305,7,0.235,0.93,0.118,0.363,308.4,45.1,0.205,64,44,72,61.96,0.85,0.72,0.78,0.547,0.075,0.237,3.977,0.302,8.839,362.79,86.9,11.12,0.073,0.168,0.812,0.436,308034,0.019,0.193,0.129,210.4,332.1,6.4,50.6,0.147,0.092,18.63,10.53,0.247,0.097,10635,0.136,55,44244,0.478,4.4,
FL,South,South Atlantic,Lee County,12071,012071,Region 15,1/1/2014,6665,0.135,3.7,4.4,0.08,0.197,0.259,7.17,0.244,0.748,0.173,0.227,320.8,44.3,0.262,60,43,71,59.06,0.85,0.74,0.69,0.529,0.089,0.257,,0.372,,383.18,84,10.48,0.011,0.21,0.76,0.38,645293,0.057,0.058,0.105,293.1,295.1,6.5,56.1,0.154,0.09,18.12,16.39,0.306,0.141,10488,0.185,64,46396,0.542,6.84,0.204
FL,South,South Atlantic,Lee County,12071,012071,Region 15,1/1/2015,6797,0.135,3.7,4.4,0.08,0.197,0.259,7,0.242,0.944,0.173,0.229,335.8,41.4,0.258,61,45,88,53.89,0.86,0.74,0.72,0.528,0.071,0.272,4.262,0.385,6.54,359.19,79.1,10.48,0.005,0.214,0.765,0.392,661115,0.056,0.058,0.103,293.1,295,6.1,54.2,0.148,0.09,14.82,15.23,0.304,0.129,10623,0.185,69,46605,0.556,8.4,
FL,South,South Atlantic,Leon County,12073,012073,Region 15,1/1/2014,6405,0.099,2.8,3.2,0.1,0.151,0.282,6.269,0.204,0.837,0.188,0.314,1030.3,18.1,0.188,80,33,150,51.89,0.81,0.65,0.699,0.757,0.072,0.207,,0.395,,752.68,44.5,11.97,0,0.232,0.814,0.21,283769,0.009,0.123,0.089,405.7,317.7,9.7,73.4,0.203,0.083,10.78,5.53,0.216,0.099,9327,0.092,76,46014,0.368,3.86,0.161
FL,South,South Atlantic,Leon County,12073,012073,Region 15,1/1/2015,6396,0.099,2.8,3.2,0.09,0.151,0.267,5.8,0.201,0.944,0.188,0.302,902.5,17,0.176,78,37,185,44.7,0.82,0.63,0.726,0.774,0.06,0.226,5.957,0.391,12.651,717.16,49.2,11.97,0.001,0.237,0.817,0.207,281845,0.009,0.123,0.092,405.7,316.4,8.9,67.7,0.204,0.083,10.71,5.17,0.203,0.089,9431,0.092,89,46975,0.391,4.2,
FL,South,South Atlantic,Levy County,12075,012075,Region 15,1/1/2014,9697,0.2,5.3,4.2,0.08,0.2,0.337,7.206,0.334,0.344,0.109,0.317,405.9,51.6,0.263,25,25,25,77.05,0.86,0.6,0.61,0.47,0.095,0.358,,0.374,,494.9,100.4,11.52,0.041,0.157,0.742,0.478,40025,0.01,0.92,0.13,154.5,453.9,8.6,76.5,0.176,0.044,38.13,13.31,0.307,0.143,9945,0.244,57,32815,0.608,4.32,0.263
FL,South,South Atlantic,Levy County,12075,012075,Region 15,1/1/2015,9928,0.2,5.3,4.2,0.07,0.2,0.32,7,0.328,0.763,0.109,0.319,462.2,49.7,0.24,22,25,28,72.29,0.84,0.62,0.72,0.441,0.081,0.393,4.38,0.363,9.494,356.5,112,11.52,0.027,0.164,0.767,0.465,39644,0.011,0.92,0.131,154.5,490.8,7.5,64.8,0.17,0.044,35.07,18.42,0.284,0.12,9986,0.244,61,33193,0.625,,
FL,South,South Atlantic,Liberty County,12077,012077,Region 15,1/1/2014,7537,0.143,4.5,3,0.1,0.231,0.357,7.179,0.329,0.196,0.136,0.444,360.8,61,0.205,,29,68,97.9,0.82,0.6,0.525,0.398,0.072,0.314,,0.428,,136.55,72.9,12.17,0.293,0.134,0.779,0.369,8276,0.028,1,0.119,452.5,438,,,0.16,0.077,24.81,,0.246,0.114,11388,0.155,12,37726,0.447,,0.225
FL,South,South Atlantic,Liberty County,12077,012077,Region 15,1/1/2015,7882,0.143,4.5,3,0.09,0.231,0.369,6.7,0.327,0.507,0.136,0.444,374.6,60.4,0.207,,36,108,91.38,0.87,0.43,0.625,0.41,0.06,0.333,6.052,0.388,7.25,142.46,64.9,12.17,0.285,0.157,0.768,0.372,8349,0.023,1,0.122,452.5,432.8,,,0.166,0.077,27.71,,0.254,0.103,11264,0.155,24,36561,,,
FL,South,South Atlantic,Madison County,12079,012079,Region 15,1/1/2014,9613,0.184,4.2,4.3,0.1,0.205,0.363,6.1,0.302,0.465,0.127,0.389,507.5,56.5,0.229,16,19,24,92.98,0.82,0.54,0.57,0.383,0.101,0.355,,0.453,,811.07,98.4,11.95,0,0.178,0.752,0.374,18907,0.012,0.8,0.144,579.5,469.5,11.6,105.2,0.209,0.087,39.36,,0.271,0.122,10349,0.174,53,31469,0.699,8.17,0.24
FL,South,South Atlantic,Madison County,12079,012079,Region 15,1/1/2015,8884,0.184,4.2,4.3,0.11,0.205,0.357,5.7,0.295,0.566,0.127,0.361,502.5,55.9,0.218,16,27,37,83.07,0.87,0.56,0.675,0.406,0.09,0.421,4.339,0.431,11.107,776.43,82.4,11.95,0,0.182,0.742,0.4,18728,0.013,0.8,0.142,579.5,442.3,,96.9,0.206,0.087,39.39,,0.261,0.106,10556,0.174,59,30391,0.691,7.3,
FL,South,South Atlantic,Manatee County,12081,012081,Region 15,1/1/2014,7681,0.157,3.9,3.8,0.08,0.171,0.251,7.486,0.247,0.774,0.166,0.308,370.8,53.4,0.245,58,42,85,49.42,0.85,0.72,0.65,0.543,0.086,0.245,,0.366,,694.65,76.3,10.74,0,0.2,0.795,0.318,333895,0.042,0.058,0.112,299.3,332.5,6.8,64.1,0.155,0.057,16.35,19.27,0.286,0.136,10617,0.169,47,46999,0.476,6.19,0.185
FL,South,South Atlantic,Manatee County,12081,012081,Region 15,1/1/2015,7624,0.157,3.9,3.8,0.08,0.171,0.25,7.3,0.24,0.94,0.166,0.33,399.5,51.3,0.234,56,45,95,45.54,0.87,0.72,0.76,0.536,0.071,0.283,4.533,0.365,8.206,629.33,76.8,10.74,0,0.204,0.795,0.335,342106,0.04,0.058,0.119,299.3,332.9,7,60,0.15,0.057,13.67,19.66,0.279,0.114,10289,0.169,48,48066,0.481,7.6,
FL,South,South Atlantic,Marion County,12083,012083,Region 15,1/1/2014,8848,0.192,4.1,4.8,0.08,0.21,0.316,6.897,0.274,0.61,0.145,0.31,415.6,53.5,0.242,54,35,69,52.43,0.87,0.71,0.7,0.491,0.1,0.33,,0.4,,535.94,81.7,11.37,0.02,0.172,0.806,0.32,335125,0.021,0.31,0.124,285.1,394.4,9.4,70.9,0.17,0.085,22.93,14.72,0.289,0.115,10178,0.181,51,37287,0.547,5.25,0.209
FL,South,South Atlantic,Marion County,12083,012083,Region 15,1/1/2015,8734,0.192,4.1,4.8,0.08,0.21,0.31,6.7,0.28,0.813,0.145,0.306,416.3,50.4,0.248,53,36,84,53.03,0.87,0.7,0.75,0.494,0.083,0.301,4.058,0.401,7.728,505.69,96.8,11.37,0.008,0.182,0.802,0.331,337362,0.021,0.31,0.12,285.1,397,8.9,66.1,0.164,0.085,20.07,16.16,0.294,0.123,10748,0.181,58,38783,0.578,5.8,
FL,South,South Atlantic,Martin County,12085,012085,Region 15,1/1/2014,6380,0.147,2.5,3.3,0.08,0.174,0.201,7.636,0.204,0.784,0.172,0.367,251.5,34,0.218,75,64,123,41.82,0.86,0.75,0.82,0.583,0.088,0.238,,0.278,,287.5,75.5,10.57,0.613,0.175,0.794,0.299,148817,0.037,0.085,0.087,339.9,289.3,6.7,41.5,0.139,0.074,16.05,17.94,0.251,0.123,9870,0.184,74,47120,0.349,3.49,0.181
FL,South,South Atlantic,Martin County,12085,012085,Region 15,1/1/2015,5918,0.147,2.5,3.3,0.07,0.174,0.209,7.4,0.202,0.966,0.172,0.368,180.1,30.8,0.218,69,69,148,42.42,0.85,0.77,0.85,0.566,0.076,0.206,4.829,0.309,10.012,263.43,78.2,10.57,0.592,0.181,0.779,0.314,151263,0.032,0.085,0.09,339.9,274.1,5.2,36.9,0.139,0.074,13.46,17.59,0.253,0.116,9767,0.184,80,51159,0.359,4.3,
FL,South,South Atlantic,Miami-Dade County,12086,012086,Region 15,1/1/2014,5916,0.163,3.2,3.3,0.09,0.118,0.218,7.434,0.237,0.945,0.124,0.201,345.5,32.4,0.344,78,53,117,89.3,0.85,0.57,0.71,0.574,0.093,0.297,,0.395,,753.62,50,10.85,0.003,0.329,0.768,0.481,2591035,0.218,0.004,0.088,1207.9,292.3,5.7,53.8,0.178,0.018,13.39,5.57,0.41,0.153,15191,0.17,51,41311,0.623,9.23,0.259
FL,South,South Atlantic,Miami-Dade County,12086,012086,Region 15,1/1/2015,5376,0.163,3.2,3.3,0.09,0.118,0.21,7.6,0.211,0.989,0.124,0.189,371,30.4,0.332,78,57,140,82.22,0.86,0.57,0.76,0.577,0.084,0.278,5.514,0.398,4.774,708.83,46.1,10.85,0.007,0.331,0.767,0.48,2617176,0.216,0.004,0.084,1207.9,271.7,5.5,47.9,0.153,0.018,11.96,5.5,0.397,0.142,14370,0.17,57,41840,0.632,9.1,
FL,South,South Atlantic,Monroe County,12087,012087,Region 15,1/1/2014,8353,0.099,3.2,3.5,0.08,0.221,0.189,7.724,0.182,1,0.281,0.37,184.1,27.6,0.275,68,49,125,61.01,0.78,0.61,0.66,0.574,0.05,0.208,,0.311,,508.19,109.5,10.73,0,0.291,0.65,0.207,74809,0.056,0.087,0.072,1005.4,374.6,4.6,49.5,0.128,0.086,20.63,22.95,0.303,0.156,8785,0.177,53,52152,0.375,4.63,0.266
FL,South,South Atlantic,Monroe County,12087,012087,Region 15,1/1/2015,7359,0.099,3.2,3.5,0.07,0.221,0.197,7.4,0.175,1,0.281,0.41,171.1,26.8,0.269,68,51,166,54,0.79,0.62,0.69,0.579,0.042,0.236,4.463,0.339,12.164,488.61,109.5,10.73,0,0.294,0.65,0.209,76351,0.053,0.087,0.075,1005.4,354.2,4.9,49.7,0.129,0.086,20.05,23.74,0.298,0.149,8985,0.177,54,50380,0.366,4.3,
FL,South,South Atlantic,Nassau County,12089,012089,Region 15,1/1/2014,8278,0.146,4,3.8,0.08,0.2,0.278,7.764,0.238,0.577,0.138,0.288,276.3,44.4,0.189,38,27,67,62.72,0.87,0.73,0.8,0.543,0.077,0.191,,0.29,,343.11,88.1,12.22,0.162,0.12,0.802,0.501,74629,0.002,0.481,0.102,149,379.9,6.2,70.8,0.132,0.075,28.06,21.05,0.217,0.113,10043,0.179,43,55367,0.356,4.33,0.171
FL,South,South Atlantic,Nassau County,12089,012089,Region 15,1/1/2015,7596,0.146,4,3.8,0.08,0.2,0.268,7.4,0.233,0.796,0.138,0.246,262.6,41,0.175,43,28,90,47.66,0.86,0.69,0.89,0.56,0.062,0.204,4.053,0.3,11.524,205.09,84.6,12.22,0.004,0.132,0.806,0.506,75710,0.002,0.481,0.096,149,364.3,6.4,58.3,0.135,0.075,26.38,20.03,0.206,0.091,10143,0.179,44,56987,0.371,4,
FL,South,South Atlantic,Okaloosa County,12091,012091,Region 16,1/1/2014,7345,0.18,4.5,3.2,0.08,0.216,0.285,7.544,0.234,0.734,0.164,0.351,439.3,42.6,0.191,75,64,121,70.84,0.78,0.67,0.85,0.645,0.062,0.216,,0.35,,363.21,70,12.76,0.043,0.157,0.821,0.307,190083,0.017,0.121,0.096,221.2,365.3,7.2,71.7,0.139,0.083,14.41,14.02,0.225,0.099,10353,0.132,73,52381,0.312,3.05,0.135
FL,South,South Atlantic,Okaloosa County,12091,012091,Region 16,1/1/2015,6714,0.18,4.5,3.2,0.08,0.216,0.288,7.1,0.228,0.908,0.164,0.318,475.1,41.2,0.176,77,67,143,60.85,0.79,0.67,0.83,0.655,0.052,0.208,4.074,0.345,10.101,426.29,66.5,12.76,0.087,0.17,0.83,0.31,193811,0.016,0.121,0.097,221.2,345.3,6.7,58,0.145,0.083,14.1,13.32,0.211,0.083,10093,0.132,77,54265,0.305,3.1,
